provider,model_title,model_url,model_key_inferred,source_field,source_enum_value,standard_dimension,standard_value,confidence,note
kie,kling/kling-3-0,https://docs.kie.ai/market/kling/kling-3-0.md,kling/kling-3-0,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,3:2,MEDIUM,std_to_api:nearest_ratio
kie,kling/kling-3-0,https://docs.kie.ai/market/kling/kling-3-0.md,kling/kling-3-0,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,3:4,MEDIUM,std_to_api:nearest_ratio
kie,kling/kling-3-0,https://docs.kie.ai/market/kling/kling-3-0.md,kling/kling-3-0,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,4:3,MEDIUM,std_to_api:nearest_ratio
kie,kling/kling-3-0,https://docs.kie.ai/market/kling/kling-3-0.md,kling/kling-3-0,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:16,HIGH,std_to_api:exact
kie,kling/kling-3-0,https://docs.kie.ai/market/kling/kling-3-0.md,kling/kling-3-0,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,kling/kling-3-0,https://docs.kie.ai/market/kling/kling-3-0.md,kling/kling-3-0,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,kling/v2-1-master,https://docs.kie.ai/market/kling/v2-1-master-text-to-video.md,kling/v2-1-master,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,16:9,HIGH,std_to_api:exact
kie,kling/v2-1-master,https://docs.kie.ai/market/kling/v2-1-master-text-to-video.md,kling/v2-1-master,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,1:1,HIGH,std_to_api:exact
kie,kling/v2-1-master,https://docs.kie.ai/market/kling/v2-1-master-text-to-video.md,kling/v2-1-master,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,21:9,MEDIUM,std_to_api:nearest_ratio
kie,kling/v2-1-master,https://docs.kie.ai/market/kling/v2-1-master-text-to-video.md,kling/v2-1-master,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,2:3,MEDIUM,std_to_api:nearest_ratio
kie,kling/v2-1-master,https://docs.kie.ai/market/kling/v2-1-master-text-to-video.md,kling/v2-1-master,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,3:2,MEDIUM,std_to_api:nearest_ratio
kie,kling/v2-1-master,https://docs.kie.ai/market/kling/v2-1-master-text-to-video.md,kling/v2-1-master,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,3:4,MEDIUM,std_to_api:nearest_ratio
kie,kling/v2-1-master,https://docs.kie.ai/market/kling/v2-1-master-text-to-video.md,kling/v2-1-master,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,4:3,MEDIUM,std_to_api:nearest_ratio
kie,kling/v2-1-master,https://docs.kie.ai/market/kling/v2-1-master-text-to-video.md,kling/v2-1-master,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:16,HIGH,std_to_api:exact
kie,kling/v2-1-master,https://docs.kie.ai/market/kling/v2-1-master-text-to-video.md,kling/v2-1-master,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,kling/v2-1-master,https://docs.kie.ai/market/kling/v2-1-master-text-to-video.md,kling/v2-1-master,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,kling/v25-turbo-text-to-video-pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,kling/v25-turbo-text-to-video-pro,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,16:9,HIGH,std_to_api:exact
kie,kling/v25-turbo-text-to-video-pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,kling/v25-turbo-text-to-video-pro,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,1:1,HIGH,std_to_api:exact
kie,kling/v25-turbo-text-to-video-pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,kling/v25-turbo-text-to-video-pro,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,21:9,MEDIUM,std_to_api:nearest_ratio
kie,kling/v25-turbo-text-to-video-pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,kling/v25-turbo-text-to-video-pro,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,2:3,MEDIUM,std_to_api:nearest_ratio
kie,kling/v25-turbo-text-to-video-pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,kling/v25-turbo-text-to-video-pro,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,3:2,MEDIUM,std_to_api:nearest_ratio
kie,kling/v25-turbo-text-to-video-pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,kling/v25-turbo-text-to-video-pro,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,3:4,MEDIUM,std_to_api:nearest_ratio
kie,kling/v25-turbo-text-to-video-pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,kling/v25-turbo-text-to-video-pro,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,4:3,MEDIUM,std_to_api:nearest_ratio
kie,kling/v25-turbo-text-to-video-pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,kling/v25-turbo-text-to-video-pro,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:16,HIGH,std_to_api:exact
kie,kling/v25-turbo-text-to-video-pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,kling/v25-turbo-text-to-video-pro,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,kling/v25-turbo-text-to-video-pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,kling/v25-turbo-text-to-video-pro,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,runway-api/generate-ai-video,https://docs.kie.ai/runway-api/generate-ai-video.md,runway-api/generate-ai-video,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,16:9,HIGH,std_to_api:exact
kie,runway-api/generate-ai-video,https://docs.kie.ai/runway-api/generate-ai-video.md,runway-api/generate-ai-video,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,1:1,HIGH,std_to_api:exact
kie,runway-api/generate-ai-video,https://docs.kie.ai/runway-api/generate-ai-video.md,runway-api/generate-ai-video,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,21:9,MEDIUM,std_to_api:nearest_ratio
kie,runway-api/generate-ai-video,https://docs.kie.ai/runway-api/generate-ai-video.md,runway-api/generate-ai-video,paths.post.input.aspect_ratio,3:4,ASPECT_RATIO,2:3,MEDIUM,std_to_api:nearest_ratio
kie,runway-api/generate-ai-video,https://docs.kie.ai/runway-api/generate-ai-video.md,runway-api/generate-ai-video,paths.post.input.aspect_ratio,4:3,ASPECT_RATIO,3:2,MEDIUM,std_to_api:nearest_ratio
kie,runway-api/generate-ai-video,https://docs.kie.ai/runway-api/generate-ai-video.md,runway-api/generate-ai-video,paths.post.input.aspect_ratio,3:4,ASPECT_RATIO,3:4,HIGH,std_to_api:exact
kie,runway-api/generate-ai-video,https://docs.kie.ai/runway-api/generate-ai-video.md,runway-api/generate-ai-video,paths.post.input.aspect_ratio,4:3,ASPECT_RATIO,4:3,HIGH,std_to_api:exact
kie,runway-api/generate-ai-video,https://docs.kie.ai/runway-api/generate-ai-video.md,runway-api/generate-ai-video,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:16,HIGH,std_to_api:exact
kie,runway-api/generate-ai-video,https://docs.kie.ai/runway-api/generate-ai-video.md,runway-api/generate-ai-video,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,runway-api/generate-ai-video,https://docs.kie.ai/runway-api/generate-ai-video.md,runway-api/generate-ai-video,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,runway-api/generate-aleph-video,https://docs.kie.ai/runway-api/generate-aleph-video.md,runway-api/generate-aleph-video,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,16:9,HIGH,std_to_api:exact
kie,runway-api/generate-aleph-video,https://docs.kie.ai/runway-api/generate-aleph-video.md,runway-api/generate-aleph-video,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,1:1,HIGH,std_to_api:exact
kie,runway-api/generate-aleph-video,https://docs.kie.ai/runway-api/generate-aleph-video.md,runway-api/generate-aleph-video,paths.post.input.aspect_ratio,21:9,ASPECT_RATIO,21:9,HIGH,std_to_api:exact
kie,runway-api/generate-aleph-video,https://docs.kie.ai/runway-api/generate-aleph-video.md,runway-api/generate-aleph-video,paths.post.input.aspect_ratio,3:4,ASPECT_RATIO,2:3,MEDIUM,std_to_api:nearest_ratio
kie,runway-api/generate-aleph-video,https://docs.kie.ai/runway-api/generate-aleph-video.md,runway-api/generate-aleph-video,paths.post.input.aspect_ratio,4:3,ASPECT_RATIO,3:2,MEDIUM,std_to_api:nearest_ratio
kie,runway-api/generate-aleph-video,https://docs.kie.ai/runway-api/generate-aleph-video.md,runway-api/generate-aleph-video,paths.post.input.aspect_ratio,3:4,ASPECT_RATIO,3:4,HIGH,std_to_api:exact
kie,runway-api/generate-aleph-video,https://docs.kie.ai/runway-api/generate-aleph-video.md,runway-api/generate-aleph-video,paths.post.input.aspect_ratio,4:3,ASPECT_RATIO,4:3,HIGH,std_to_api:exact
kie,runway-api/generate-aleph-video,https://docs.kie.ai/runway-api/generate-aleph-video.md,runway-api/generate-aleph-video,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:16,HIGH,std_to_api:exact
kie,runway-api/generate-aleph-video,https://docs.kie.ai/runway-api/generate-aleph-video.md,runway-api/generate-aleph-video,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,runway-api/generate-aleph-video,https://docs.kie.ai/runway-api/generate-aleph-video.md,runway-api/generate-aleph-video,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,seedream/4-5,https://docs.kie.ai/market/seedream/4-5-text-to-image.md,seedream/4-5,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,16:9,HIGH,std_to_api:exact
kie,seedream/4-5,https://docs.kie.ai/market/seedream/4-5-text-to-image.md,seedream/4-5,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,1:1,HIGH,std_to_api:exact
kie,seedream/4-5,https://docs.kie.ai/market/seedream/4-5-text-to-image.md,seedream/4-5,paths.post.input.aspect_ratio,21:9,ASPECT_RATIO,21:9,HIGH,std_to_api:exact
kie,seedream/4-5,https://docs.kie.ai/market/seedream/4-5-text-to-image.md,seedream/4-5,paths.post.input.aspect_ratio,2:3,ASPECT_RATIO,2:3,HIGH,std_to_api:exact
kie,seedream/4-5,https://docs.kie.ai/market/seedream/4-5-text-to-image.md,seedream/4-5,paths.post.input.aspect_ratio,3:2,ASPECT_RATIO,3:2,HIGH,std_to_api:exact
kie,seedream/4-5,https://docs.kie.ai/market/seedream/4-5-text-to-image.md,seedream/4-5,paths.post.input.aspect_ratio,3:4,ASPECT_RATIO,3:4,HIGH,std_to_api:exact
kie,seedream/4-5,https://docs.kie.ai/market/seedream/4-5-text-to-image.md,seedream/4-5,paths.post.input.aspect_ratio,4:3,ASPECT_RATIO,4:3,HIGH,std_to_api:exact
kie,seedream/4-5,https://docs.kie.ai/market/seedream/4-5-text-to-image.md,seedream/4-5,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:16,HIGH,std_to_api:exact
kie,seedream/4-5,https://docs.kie.ai/market/seedream/4-5-text-to-image.md,seedream/4-5,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,seedream/4-5,https://docs.kie.ai/market/seedream/4-5-text-to-image.md,seedream/4-5,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,seedream/4-5-edit,https://docs.kie.ai/market/seedream/4-5-edit.md,seedream/4-5-edit,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,16:9,HIGH,std_to_api:exact
kie,seedream/4-5-edit,https://docs.kie.ai/market/seedream/4-5-edit.md,seedream/4-5-edit,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,1:1,HIGH,std_to_api:exact
kie,seedream/4-5-edit,https://docs.kie.ai/market/seedream/4-5-edit.md,seedream/4-5-edit,paths.post.input.aspect_ratio,21:9,ASPECT_RATIO,21:9,HIGH,std_to_api:exact
kie,seedream/4-5-edit,https://docs.kie.ai/market/seedream/4-5-edit.md,seedream/4-5-edit,paths.post.input.aspect_ratio,2:3,ASPECT_RATIO,2:3,HIGH,std_to_api:exact
kie,seedream/4-5-edit,https://docs.kie.ai/market/seedream/4-5-edit.md,seedream/4-5-edit,paths.post.input.aspect_ratio,3:2,ASPECT_RATIO,3:2,HIGH,std_to_api:exact
kie,seedream/4-5-edit,https://docs.kie.ai/market/seedream/4-5-edit.md,seedream/4-5-edit,paths.post.input.aspect_ratio,3:4,ASPECT_RATIO,3:4,HIGH,std_to_api:exact
kie,seedream/4-5-edit,https://docs.kie.ai/market/seedream/4-5-edit.md,seedream/4-5-edit,paths.post.input.aspect_ratio,4:3,ASPECT_RATIO,4:3,HIGH,std_to_api:exact
kie,seedream/4-5-edit,https://docs.kie.ai/market/seedream/4-5-edit.md,seedream/4-5-edit,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:16,HIGH,std_to_api:exact
kie,seedream/4-5-edit,https://docs.kie.ai/market/seedream/4-5-edit.md,seedream/4-5-edit,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,seedream/4-5-edit,https://docs.kie.ai/market/seedream/4-5-edit.md,seedream/4-5-edit,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,sora-2-pro-storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,sora-2-pro-storyboard,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,16:9,MEDIUM,std_to_api:semantic_exact
kie,sora-2-pro-storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,sora-2-pro-storyboard,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,1:1,MEDIUM,std_to_api:nearest_ratio
kie,sora-2-pro-storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,sora-2-pro-storyboard,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,21:9,MEDIUM,std_to_api:nearest_ratio
kie,sora-2-pro-storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,sora-2-pro-storyboard,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,2:3,MEDIUM,std_to_api:nearest_ratio
kie,sora-2-pro-storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,sora-2-pro-storyboard,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,3:2,MEDIUM,std_to_api:nearest_ratio
kie,sora-2-pro-storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,sora-2-pro-storyboard,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,3:4,MEDIUM,std_to_api:nearest_ratio
kie,sora-2-pro-storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,sora-2-pro-storyboard,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,4:3,MEDIUM,std_to_api:nearest_ratio
kie,sora-2-pro-storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,sora-2-pro-storyboard,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,9:16,MEDIUM,std_to_api:semantic_exact
kie,sora-2-pro-storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,sora-2-pro-storyboard,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,sora-2-pro-storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,sora-2-pro-storyboard,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,sora2/sora-2,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,sora2/sora-2,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,16:9,MEDIUM,std_to_api:semantic_exact
kie,sora2/sora-2,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,sora2/sora-2,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,1:1,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,sora2/sora-2,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,21:9,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,sora2/sora-2,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,2:3,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,sora2/sora-2,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,3:2,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,sora2/sora-2,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,3:4,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,sora2/sora-2,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,4:3,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,sora2/sora-2,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,9:16,MEDIUM,std_to_api:semantic_exact
kie,sora2/sora-2,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,sora2/sora-2,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,sora2/sora-2,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,sora2/sora-2-pro,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,sora2/sora-2-pro,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,16:9,MEDIUM,std_to_api:semantic_exact
kie,sora2/sora-2-pro,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,sora2/sora-2-pro,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,1:1,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2-pro,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,sora2/sora-2-pro,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,21:9,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2-pro,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,sora2/sora-2-pro,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,2:3,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2-pro,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,sora2/sora-2-pro,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,3:2,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2-pro,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,sora2/sora-2-pro,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,3:4,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2-pro,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,sora2/sora-2-pro,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,4:3,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2-pro,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,sora2/sora-2-pro,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,9:16,MEDIUM,std_to_api:semantic_exact
kie,sora2/sora-2-pro,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,sora2/sora-2-pro,paths.post.input.aspect_ratio,portrait,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,sora2/sora-2-pro,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,sora2/sora-2-pro,paths.post.input.aspect_ratio,landscape,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,wan/2-2-a14b-text-to-video-turbo,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,wan/2-2-a14b-text-to-video-turbo,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,16:9,HIGH,std_to_api:exact
kie,wan/2-2-a14b-text-to-video-turbo,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,wan/2-2-a14b-text-to-video-turbo,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,1:1,MEDIUM,std_to_api:nearest_ratio
kie,wan/2-2-a14b-text-to-video-turbo,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,wan/2-2-a14b-text-to-video-turbo,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,21:9,MEDIUM,std_to_api:nearest_ratio
kie,wan/2-2-a14b-text-to-video-turbo,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,wan/2-2-a14b-text-to-video-turbo,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,2:3,MEDIUM,std_to_api:nearest_ratio
kie,wan/2-2-a14b-text-to-video-turbo,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,wan/2-2-a14b-text-to-video-turbo,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,3:2,MEDIUM,std_to_api:nearest_ratio
kie,wan/2-2-a14b-text-to-video-turbo,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,wan/2-2-a14b-text-to-video-turbo,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,3:4,MEDIUM,std_to_api:nearest_ratio
kie,wan/2-2-a14b-text-to-video-turbo,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,wan/2-2-a14b-text-to-video-turbo,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,4:3,MEDIUM,std_to_api:nearest_ratio
kie,wan/2-2-a14b-text-to-video-turbo,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,wan/2-2-a14b-text-to-video-turbo,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:16,HIGH,std_to_api:exact
kie,wan/2-2-a14b-text-to-video-turbo,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,wan/2-2-a14b-text-to-video-turbo,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,wan/2-2-a14b-text-to-video-turbo,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,wan/2-2-a14b-text-to-video-turbo,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,z-image/z-image,https://docs.kie.ai/market/z-image/z-image.md,z-image/z-image,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,16:9,HIGH,std_to_api:exact
kie,z-image/z-image,https://docs.kie.ai/market/z-image/z-image.md,z-image/z-image,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,1:1,HIGH,std_to_api:exact
kie,z-image/z-image,https://docs.kie.ai/market/z-image/z-image.md,z-image/z-image,paths.post.input.aspect_ratio,16:9,ASPECT_RATIO,21:9,MEDIUM,std_to_api:nearest_ratio
kie,z-image/z-image,https://docs.kie.ai/market/z-image/z-image.md,z-image/z-image,paths.post.input.aspect_ratio,3:4,ASPECT_RATIO,2:3,MEDIUM,std_to_api:nearest_ratio
kie,z-image/z-image,https://docs.kie.ai/market/z-image/z-image.md,z-image/z-image,paths.post.input.aspect_ratio,4:3,ASPECT_RATIO,3:2,MEDIUM,std_to_api:nearest_ratio
kie,z-image/z-image,https://docs.kie.ai/market/z-image/z-image.md,z-image/z-image,paths.post.input.aspect_ratio,3:4,ASPECT_RATIO,3:4,HIGH,std_to_api:exact
kie,z-image/z-image,https://docs.kie.ai/market/z-image/z-image.md,z-image/z-image,paths.post.input.aspect_ratio,4:3,ASPECT_RATIO,4:3,HIGH,std_to_api:exact
kie,z-image/z-image,https://docs.kie.ai/market/z-image/z-image.md,z-image/z-image,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:16,HIGH,std_to_api:exact
kie,z-image/z-image,https://docs.kie.ai/market/z-image/z-image.md,z-image/z-image,paths.post.input.aspect_ratio,9:16,ASPECT_RATIO,9:21,MEDIUM,std_to_api:nearest_ratio
kie,z-image/z-image,https://docs.kie.ai/market/z-image/z-image.md,z-image/z-image,paths.post.input.aspect_ratio,1:1,ASPECT_RATIO,AUTO,LOW,std_to_api:fallback_baseline
kie,kling,https://docs.kie.ai/market/kling/motion-control.md,kling,paths.post.input.character_orientation,image,CHARACTER_ORIENTATION,IMAGE,HIGH,std_to_api:exact
kie,kling,https://docs.kie.ai/market/kling/motion-control.md,kling,paths.post.input.character_orientation,video,CHARACTER_ORIENTATION,VIDEO,HIGH,std_to_api:exact
kie,bytedance/seedance-1-5-pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,bytedance/seedance-1-5-pro,paths.post.input.duration,8,DURATION_SECONDS,10,MEDIUM,std_to_api:nearest
kie,bytedance/seedance-1-5-pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,bytedance/seedance-1-5-pro,paths.post.input.duration,12,DURATION_SECONDS,11,MEDIUM,std_to_api:nearest
kie,bytedance/seedance-1-5-pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,bytedance/seedance-1-5-pro,paths.post.input.duration,12,DURATION_SECONDS,12,MEDIUM,std_to_api:nearest
kie,bytedance/seedance-1-5-pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,bytedance/seedance-1-5-pro,paths.post.input.duration,12,DURATION_SECONDS,13,MEDIUM,std_to_api:nearest
kie,bytedance/seedance-1-5-pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,bytedance/seedance-1-5-pro,paths.post.input.duration,12,DURATION_SECONDS,14,MEDIUM,std_to_api:nearest
kie,bytedance/seedance-1-5-pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,bytedance/seedance-1-5-pro,paths.post.input.duration,12,DURATION_SECONDS,15,MEDIUM,std_to_api:nearest
kie,bytedance/seedance-1-5-pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,bytedance/seedance-1-5-pro,paths.post.input.duration,12,DURATION_SECONDS,25,MEDIUM,std_to_api:nearest
kie,bytedance/seedance-1-5-pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,bytedance/seedance-1-5-pro,paths.post.input.duration,4,DURATION_SECONDS,3,MEDIUM,std_to_api:nearest
kie,bytedance/seedance-1-5-pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,bytedance/seedance-1-5-pro,paths.post.input.duration,4,DURATION_SECONDS,4,MEDIUM,std_to_api:nearest
kie,bytedance/seedance-1-5-pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,bytedance/seedance-1-5-pro,paths.post.input.duration,4,DURATION_SECONDS,5,MEDIUM,std_to_api:nearest
