"field","title","url","allowed_values","value_count"
"quality","Seedream4.5 - Edit","https://docs.kie.ai/market/seedream/4-5-edit.md","200; 401; 402; 404; basic; high","6"
"quality","Seedream4.5 - Text to Image","https://docs.kie.ai/market/seedream/4-5-text-to-image.md","200; 401; 402; 404; basic; high; seedream/4.5-text-to-image","7"
"quality","Sora2 - Pro Image to Video","https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md","high; standard","2"
"quality","Sora2 - Pro Text to Video","https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md","high; sora-2-pro-text-to-video; standard","3"
"quality","Sora2 - Text to Video","https://docs.kie.ai/market/sora2/sora-2-text-to-video.md","sora-2-text-to-video","1"
"quality","Topaz - Image Upscale","https://docs.kie.ai/market/topaz/image-upscale.md","topaz/image-upscale","1"
"quality","Topaz - Video Upscale","https://docs.kie.ai/market/topaz/video-upscale.md","topaz/video-upscale","1"
"quality","Wan - Image to Video","https://docs.kie.ai/market/wan/2-2-a14b-image-to-video-turbo.md","none; regular","2"
"quality","Wan - Text to Video","https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md","none; regular; wan/2-2-a14b-text-to-video-turbo","3"
"quality","Wan 2.6 - Text to Video","https://docs.kie.ai/market/wan/2-6-text-to-video.md","wan/2-6-text-to-video","1"
