provider,model_key_inferred,model_title,model_url,source_field,standard_dimension,standard_value,mapped_api_enum_value,mapping_rule,is_mapped
kie,kling/v2-1-pro,Kling V2.1 Pro,https://docs.kie.ai/market/kling/v2-1-pro.md,paths.post.input.duration,DURATION_SECONDS,15,10,nearest_lower,1
kie,kling/v2-1-pro,Kling V2.1 Pro,https://docs.kie.ai/market/kling/v2-1-pro.md,paths.post.input.duration,DURATION_SECONDS,25,10,nearest_lower,1
kie,kling/v2-1-pro,Kling V2.1 Pro,https://docs.kie.ai/market/kling/v2-1-pro.md,paths.post.input.duration,DURATION_SECONDS,3,5,fallback_min,1
kie,kling/v2-1-pro,Kling V2.1 Pro,https://docs.kie.ai/market/kling/v2-1-pro.md,paths.post.input.duration,DURATION_SECONDS,4,5,fallback_min,1
kie,kling/v2-1-pro,Kling V2.1 Pro,https://docs.kie.ai/market/kling/v2-1-pro.md,paths.post.input.duration,DURATION_SECONDS,5,5,nearest_lower,1
kie,kling/v2-1-pro,Kling V2.1 Pro,https://docs.kie.ai/market/kling/v2-1-pro.md,paths.post.input.duration,DURATION_SECONDS,6,5,nearest_lower,1
kie,kling/v2-1-pro,Kling V2.1 Pro,https://docs.kie.ai/market/kling/v2-1-pro.md,paths.post.input.duration,DURATION_SECONDS,7,5,nearest_lower,1
kie,kling/v2-1-pro,Kling V2.1 Pro,https://docs.kie.ai/market/kling/v2-1-pro.md,paths.post.input.duration,DURATION_SECONDS,8,5,nearest_lower,1
kie,kling/v2-1-pro,Kling V2.1 Pro,https://docs.kie.ai/market/kling/v2-1-pro.md,paths.post.input.duration,DURATION_SECONDS,9,5,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,10,10,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,11,10,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,12,10,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,13,10,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,14,10,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,15,10,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,25,10,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,3,5,fallback_min,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,4,5,fallback_min,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,5,5,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,6,5,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,7,5,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,8,5,nearest_lower,1
kie,kling/v2-1-standard,Kling V2.1 Standard,https://docs.kie.ai/market/kling/v2-1-standard.md,paths.post.input.duration,DURATION_SECONDS,9,5,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,10,10,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,11,10,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,12,10,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,13,10,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,14,10,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,15,10,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,25,10,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,3,5,fallback_min,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,4,5,fallback_min,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,5,5,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,6,5,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,7,5,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,8,5,nearest_lower,1
kie,kling/v25-turbo-image-to-video-pro,Kling - V2.5 Turbo Image to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-image-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,9,5,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,10,10,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,11,10,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,12,10,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,13,10,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,14,10,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,15,10,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,25,10,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,3,5,fallback_min,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,4,5,fallback_min,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,5,5,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,6,5,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,7,5,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,8,5,nearest_lower,1
kie,kling/v25-turbo-text-to-video-pro,Kling - V2.5 Turbo Text to Video Pro,https://docs.kie.ai/market/kling/v25-turbo-text-to-video-pro.md,paths.post.input.duration,DURATION_SECONDS,9,5,nearest_lower,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,10,10,nearest_lower,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,11,10,nearest_lower,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,12,10,nearest_lower,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,13,10,nearest_lower,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,14,10,nearest_lower,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,15,15,nearest_lower,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,25,25,nearest_lower,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,3,10,fallback_min,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,4,10,fallback_min,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,5,10,fallback_min,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,6,10,fallback_min,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,7,10,fallback_min,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,8,10,fallback_min,1
kie,sora-2-pro-storyboard,Sora2 - Pro Storyboard,https://docs.kie.ai/market/sora-2-pro-storyboard.md,paths.post.input.n_frames,DURATION_SECONDS,9,10,fallback_min,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,10,10,nearest_lower,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,11,10,nearest_lower,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,12,10,nearest_lower,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,13,10,nearest_lower,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,14,10,nearest_lower,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,15,15,nearest_lower,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,25,15,nearest_lower,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,3,10,fallback_min,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,4,10,fallback_min,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,5,10,fallback_min,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,6,10,fallback_min,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,7,10,fallback_min,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,8,10,fallback_min,1
kie,sora2/sora-2-image-to-video,Sora2 - Image to Video,https://docs.kie.ai/market/sora2/sora-2-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,9,10,fallback_min,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,10,10,nearest_lower,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,11,10,nearest_lower,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,12,10,nearest_lower,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,13,10,nearest_lower,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,14,10,nearest_lower,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,15,15,nearest_lower,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,25,15,nearest_lower,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,3,10,fallback_min,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,4,10,fallback_min,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,5,10,fallback_min,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,6,10,fallback_min,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,7,10,fallback_min,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,8,10,fallback_min,1
kie,sora2/sora-2-pro-image-to-video,Sora2 - Pro Image to Video,https://docs.kie.ai/market/sora2/sora-2-pro-image-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,9,10,fallback_min,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,10,10,nearest_lower,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,11,10,nearest_lower,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,12,10,nearest_lower,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,13,10,nearest_lower,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,14,10,nearest_lower,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,15,15,nearest_lower,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,25,15,nearest_lower,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,3,10,fallback_min,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,4,10,fallback_min,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,5,10,fallback_min,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,6,10,fallback_min,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,7,10,fallback_min,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,8,10,fallback_min,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,9,10,fallback_min,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,10,10,nearest_lower,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,11,10,nearest_lower,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,12,10,nearest_lower,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,13,10,nearest_lower,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,14,10,nearest_lower,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,15,15,nearest_lower,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,25,15,nearest_lower,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,3,10,fallback_min,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,4,10,fallback_min,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,5,10,fallback_min,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,6,10,fallback_min,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,7,10,fallback_min,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,8,10,fallback_min,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.n_frames,DURATION_SECONDS,9,10,fallback_min,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,10,10,nearest_lower,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,11,10,nearest_lower,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,12,10,nearest_lower,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,13,10,nearest_lower,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,14,10,nearest_lower,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,15,15,nearest_lower,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,25,15,nearest_lower,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,3,5,fallback_min,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,4,5,fallback_min,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,5,5,nearest_lower,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,6,5,nearest_lower,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,7,5,nearest_lower,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,8,5,nearest_lower,1
kie,wan/2-6-flash-image-to-video,Wan - 2.6-flash-image-to-video,https://docs.kie.ai/market/wan/2-6-flash-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,9,5,nearest_lower,1
kie,wan/2-6-flash-video-to-video,Wan - 2-6-flash-video-to-video,https://docs.kie.ai/market/wan/2-6-flash-video-to-video.md,paths.post.input.duration,DURATION_SECONDS,10,10,nearest_lower,1
kie,wan/2-6-flash-video-to-video,Wan - 2-6-flash-video-to-video,https://docs.kie.ai/market/wan/2-6-flash-video-to-video.md,paths.post.input.duration,DURATION_SECONDS,11,10,nearest_lower,1
kie,wan/2-6-flash-video-to-video,Wan - 2-6-flash-video-to-video,https://docs.kie.ai/market/wan/2-6-flash-video-to-video.md,paths.post.input.duration,DURATION_SECONDS,12,10,nearest_lower,1
kie,wan/2-6-flash-video-to-video,Wan - 2-6-flash-video-to-video,https://docs.kie.ai/market/wan/2-6-flash-video-to-video.md,paths.post.input.duration,DURATION_SECONDS,13,10,nearest_lower,1
