provider,model_key_inferred,model_title,model_url,source_field,standard_dimension,standard_value,mapped_api_enum_value,mapping_rule,is_mapped
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,16:9,landscape,fallback_baseline,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,1:1,landscape,fallback_baseline,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,21:9,landscape,fallback_baseline,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,2:3,landscape,fallback_baseline,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,3:2,landscape,fallback_baseline,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,3:4,landscape,fallback_baseline,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,4:3,landscape,fallback_baseline,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,9:16,landscape,fallback_baseline,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,9:21,landscape,fallback_baseline,1
kie,sora2/sora-2-pro-text-to-video,Sora2 - Pro Text to Video,https://docs.kie.ai/market/sora2/sora-2-pro-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,AUTO,landscape,fallback_baseline,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,16:9,landscape,fallback_baseline,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,1:1,landscape,fallback_baseline,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,21:9,landscape,fallback_baseline,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,2:3,landscape,fallback_baseline,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,3:2,landscape,fallback_baseline,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,3:4,landscape,fallback_baseline,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,4:3,landscape,fallback_baseline,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,9:16,landscape,fallback_baseline,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,9:21,landscape,fallback_baseline,1
kie,sora2/sora-2-text-to-video,Sora2 - Text to Video,https://docs.kie.ai/market/sora2/sora-2-text-to-video.md,paths.post.input.aspect_ratio,ASPECT_RATIO,AUTO,landscape,fallback_baseline,1
kie,wan/2-2-a14b-text-to-video-turbo,Wan - Text to Video,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,paths.post.input.aspect_ratio,ASPECT_RATIO,16:9,16:9,exact,1
kie,wan/2-2-a14b-text-to-video-turbo,Wan - Text to Video,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,paths.post.input.aspect_ratio,ASPECT_RATIO,1:1,9:16,nearest_ratio,1
kie,wan/2-2-a14b-text-to-video-turbo,Wan - Text to Video,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,paths.post.input.aspect_ratio,ASPECT_RATIO,21:9,16:9,nearest_ratio,1
kie,wan/2-2-a14b-text-to-video-turbo,Wan - Text to Video,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,paths.post.input.aspect_ratio,ASPECT_RATIO,2:3,9:16,nearest_ratio,1
kie,wan/2-2-a14b-text-to-video-turbo,Wan - Text to Video,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,paths.post.input.aspect_ratio,ASPECT_RATIO,3:2,16:9,nearest_ratio,1
kie,wan/2-2-a14b-text-to-video-turbo,Wan - Text to Video,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,paths.post.input.aspect_ratio,ASPECT_RATIO,3:4,9:16,nearest_ratio,1
kie,wan/2-2-a14b-text-to-video-turbo,Wan - Text to Video,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,paths.post.input.aspect_ratio,ASPECT_RATIO,4:3,16:9,nearest_ratio,1
kie,wan/2-2-a14b-text-to-video-turbo,Wan - Text to Video,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,paths.post.input.aspect_ratio,ASPECT_RATIO,9:16,9:16,exact,1
kie,wan/2-2-a14b-text-to-video-turbo,Wan - Text to Video,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,paths.post.input.aspect_ratio,ASPECT_RATIO,9:21,9:16,nearest_ratio,1
kie,wan/2-2-a14b-text-to-video-turbo,Wan - Text to Video,https://docs.kie.ai/market/wan/2-2-a14b-text-to-video-turbo.md,paths.post.input.aspect_ratio,ASPECT_RATIO,AUTO,16:9,fallback_baseline,1
kie,z-image/z-image,Z-Image,https://docs.kie.ai/market/z-image/z-image.md,paths.post.input.aspect_ratio,ASPECT_RATIO,16:9,16:9,exact,1
kie,z-image/z-image,Z-Image,https://docs.kie.ai/market/z-image/z-image.md,paths.post.input.aspect_ratio,ASPECT_RATIO,1:1,1:1,exact,1
kie,z-image/z-image,Z-Image,https://docs.kie.ai/market/z-image/z-image.md,paths.post.input.aspect_ratio,ASPECT_RATIO,21:9,16:9,nearest_ratio,1
kie,z-image/z-image,Z-Image,https://docs.kie.ai/market/z-image/z-image.md,paths.post.input.aspect_ratio,ASPECT_RATIO,2:3,3:4,nearest_ratio,1
kie,z-image/z-image,Z-Image,https://docs.kie.ai/market/z-image/z-image.md,paths.post.input.aspect_ratio,ASPECT_RATIO,3:2,4:3,nearest_ratio,1
kie,z-image/z-image,Z-Image,https://docs.kie.ai/market/z-image/z-image.md,paths.post.input.aspect_ratio,ASPECT_RATIO,3:4,3:4,exact,1
kie,z-image/z-image,Z-Image,https://docs.kie.ai/market/z-image/z-image.md,paths.post.input.aspect_ratio,ASPECT_RATIO,4:3,4:3,exact,1
kie,z-image/z-image,Z-Image,https://docs.kie.ai/market/z-image/z-image.md,paths.post.input.aspect_ratio,ASPECT_RATIO,9:16,9:16,exact,1
kie,z-image/z-image,Z-Image,https://docs.kie.ai/market/z-image/z-image.md,paths.post.input.aspect_ratio,ASPECT_RATIO,9:21,9:16,nearest_ratio,1
kie,z-image/z-image,Z-Image,https://docs.kie.ai/market/z-image/z-image.md,paths.post.input.aspect_ratio,ASPECT_RATIO,AUTO,1:1,fallback_baseline,1
kie,kling/motion-control,Kling 2.6 motion-control,https://docs.kie.ai/market/kling/motion-control.md,paths.post.input.character_orientation,CHARACTER_ORIENTATION,IMAGE,image,exact,1
kie,kling/motion-control,Kling 2.6 motion-control,https://docs.kie.ai/market/kling/motion-control.md,paths.post.input.character_orientation,CHARACTER_ORIENTATION,VIDEO,video,exact,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,10,8,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,11,8,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,12,12,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,13,12,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,14,12,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,15,12,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,25,12,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,3,4,fallback_min,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,4,4,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,5,4,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,6,4,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,7,4,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,8,8,nearest_lower,1
kie,bytedance/seedance-1-5-pro,Bytedance Seedance 1.5 Pro,https://docs.kie.ai/market/bytedance/seedance-1-5-pro.md,paths.post.input.duration,DURATION_SECONDS,9,8,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,10,10,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,11,10,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,12,10,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,13,10,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,14,10,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,15,10,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,25,10,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,3,5,fallback_min,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,4,5,fallback_min,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,5,5,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,6,5,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,7,5,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,8,5,nearest_lower,1
kie,bytedance/v1-lite-image-to-video,Bytedance - V1 Lite Image to Video,https://docs.kie.ai/market/bytedance/v1-lite-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,9,5,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,10,10,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,11,10,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,12,10,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,13,10,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,14,10,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,15,10,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,25,10,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,3,5,fallback_min,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,4,5,fallback_min,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,5,5,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,6,5,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,7,5,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,8,5,nearest_lower,1
kie,bytedance/v1-lite-text-to-video,Bytedance - V1 Lite Text to Video,https://docs.kie.ai/market/bytedance/v1-lite-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,9,5,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,10,10,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,11,10,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,12,10,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,13,10,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,14,10,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,15,10,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,25,10,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,3,5,fallback_min,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,4,5,fallback_min,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,5,5,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,6,5,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,7,5,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,8,5,nearest_lower,1
kie,bytedance/v1-pro-fast-image-to-video,Bytedance V1 Pro Fast Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-fast-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,9,5,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,10,10,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,11,10,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,12,10,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,13,10,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,14,10,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,15,10,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,25,10,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,3,5,fallback_min,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,4,5,fallback_min,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,5,5,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,6,5,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,7,5,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,8,5,nearest_lower,1
kie,bytedance/v1-pro-image-to-video,Bytedance V1 Pro Image to Video,https://docs.kie.ai/market/bytedance/v1-pro-image-to-video.md,paths.post.input.duration,DURATION_SECONDS,9,5,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,10,10,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,11,10,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,12,10,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,13,10,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,14,10,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,15,10,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,25,10,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,3,5,fallback_min,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,4,5,fallback_min,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,5,5,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,6,5,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,7,5,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,8,5,nearest_lower,1
kie,bytedance/v1-pro-text-to-video,Bytedance - V1 Pro Text to Video,https://docs.kie.ai/market/bytedance/v1-pro-text-to-video.md,paths.post.input.duration,DURATION_SECONDS,9,5,nearest_lower,1
kie,grok-imagine/image-to-video,Grok Imagine Image to Video,https://docs.kie.ai/market/grok-imagine/image-to-video.md,paths.post.input.duration,DURATION_SECONDS,10,10,nearest_lower,1
kie,grok-imagine/image-to-video,Grok Imagine Image to Video,https://docs.kie.ai/market/grok-imagine/image-to-video.md,paths.post.input.duration,DURATION_SECONDS,11,10,nearest_lower,1
kie,grok-imagine/image-to-video,Grok Imagine Image to Video,https://docs.kie.ai/market/grok-imagine/image-to-video.md,paths.post.input.duration,DURATION_SECONDS,12,10,nearest_lower,1
kie,grok-imagine/image-to-video,Grok Imagine Image to Video,https://docs.kie.ai/market/grok-imagine/image-to-video.md,paths.post.input.duration,DURATION_SECONDS,13,10,nearest_lower,1
kie,grok-imagine/image-to-video,Grok Imagine Image to Video,https://docs.kie.ai/market/grok-imagine/image-to-video.md,paths.post.input.duration,DURATION_SECONDS,14,10,nearest_lower,1
kie,grok-imagine/image-to-video,Grok Imagine Image to Video,https://docs.kie.ai/market/grok-imagine/image-to-video.md,paths.post.input.duration,DURATION_SECONDS,15,15,nearest_lower,1
kie,grok-imagine/image-to-video,Grok Imagine Image to Video,https://docs.kie.ai/market/grok-imagine/image-to-video.md,paths.post.input.duration,DURATION_SECONDS,25,15,nearest_lower,1
kie,grok-imagine/image-to-video,Grok Imagine Image to Video,https://docs.kie.ai/market/grok-imagine/image-to-video.md,paths.post.input.duration,DURATION_SECONDS,3,6,fallback_min,1
kie,grok-imagine/image-to-video,Grok Imagine Image to Video,https://docs.kie.ai/market/grok-imagine/image-to-video.md,paths.post.input.duration,DURATION_SECONDS,4,6,fallback_min,1
